12:09:48.520080 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [59.441458ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:48.575976 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [55.688292ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:48.610670 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [34.459583ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:48.654325 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [43.365542ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:48.707255 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [52.606209ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:48.746418 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [38.769125ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:48.831236 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [84.395333ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:48.879695 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [48.058292ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:48.902904 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [22.757459ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:48.938525 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [35.360458ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:49.004000 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [65.230542ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
